t_s,poolPct
94.5,314.9
94.6,179.5
94.7,110.0
94.8,32.2
94.9,145.3
95.0,191.9
95.1,145.9
95.2,143.1
95.3,229.6
95.4,388.6
95.5,366.9
95.6,259.1
95.7,122.3
95.8,21.9
95.9,49.3
96.0,174.4
96.1,153.7
96.2,104.9
96.3,134.5
96.4,334.5
96.5,388.5
96.6,335.4
96.7,222.0
96.8,50.0
96.9,93.3
97.0,159.4
97.1,174.3
97.2,130.6
97.3,179.4
97.4,312.5
97.5,294.3
97.6,297.3
97.7,191.0
97.8,15.3
97.9,2.2
98.0,122.8
98.1,189.5
98.2,144.3
98.3,142.3
98.4,283.2
98.5,387.4
98.6,287.1
98.7,184.4
98.8,55.7
98.9,4.3
99.0,68.6
99.1,190.4
99.2,156.0
99.3,126.8
99.4,266.4
99.5,386.3
99.6,321.5
99.7,201.8
99.8,74.8
99.9,0.0
100.0,84.3
100.1,208.6
100.2,163.5
100.3,103.4
100.4,229.3
100.5,364.5
100.6,298.1
100.7,224.4
100.8,105.3
100.9,0.0
101.0,75.0
101.1,173.3
101.2,163.1
101.3,195.3
101.4,246.4
101.5,246.4
101.6,288.8
101.7,285.5
101.8,123.1
101.9,0.0
102.0,12.5
102.1,96.5
102.2,168.2
102.3,113.4
102.4,206.5
102.5,341.4
102.6,352.3
102.7,267.8
102.8,97.7
102.9,0.0
103.0,0.0
103.1,44.4
103.2,163.8
103.3,184.8
103.4,203.1
103.5,300.4
103.6,398.1
103.7,239.4
103.8,75.5
103.9,0.0
104.0,0.0
104.1,24.2
104.2,137.1
104.3,167.9
104.4,136.9
104.5,250.7
104.6,368.0
104.7,349.7
104.8,238.7
104.9,76.9
105.0,10.4
105.1,5.3
105.2,189.5
105.3,176.9
105.4,122.0
105.5,194.4
105.6,304.4
105.7,416.2
105.8,256.5
105.9,168.1
106.0,0.0
106.1,4.3
106.2,65.2
106.3,184.4
106.4,164.3
106.5,150.8
106.6,295.7
106.7,369.1
106.8,315.1
106.9,147.4
107.0,38.2
107.1,0.0
107.2,75.8
107.3,183.9
107.4,159.8
107.5,83.5
107.6,252.4
107.7,370.6
107.8,337.5
107.9,212.2
108.0,43.0
108.1,0.0
108.2,21.2
108.3,161.8
108.4,178.1
108.5,127.2
108.6,221.1
108.7,372.1
108.8,355.6
108.9,224.5
109.0,57.1
109.1,0.0
109.2,13.0
109.3,157.9
109.4,172.9
109.5,74.4
109.6,288.8
109.7,381.1
109.8,296.5
109.9,138.5
110.0,23.8
110.1,0.0
110.2,7.1
110.3,109.4
110.4,182.4
110.5,121.1
110.6,160.1
110.7,288.1
110.8,400.1
110.9,228.7
111.0,139.6
111.1,4.0
111.2,17.0
111.3,176.7
111.4,190.7
111.5,120.6
111.6,100.9
111.7,244.8
111.8,385.5
111.9,304.4
112.0,145.6
112.1,32.6
112.2,0.0
112.3,51.0
112.4,143.5
112.5,180.7
112.6,114.8
112.7,276.6
112.8,382.1
112.9,318.1
113.0,200.5
113.1,51.6
113.2,0.0
113.3,18.5
113.4,112.4
113.5,192.2
113.6,136.1
113.7,190.7
113.8,342.2
113.9,355.0
114.0,239.7
114.1,84.9
114.2,0.0
114.3,0.0
114.4,134.0
114.5,206.2
114.6,126.0
114.7,31.9
114.8,367.2
114.9,423.5
115.0,284.1
115.1,136.5
115.2,24.9
115.3,0.0
115.4,163.3
115.5,188.6
115.6,149.4
115.7,95.9
115.8,386.3
115.9,383.8
116.0,268.0
116.1,156.9
116.2,4.6
116.3,0.0
116.4,10.5
116.5,156.2
116.6,180.9
116.7,105.8
116.8,205.5
116.9,394.9
117.0,330.3
117.1,164.7
117.2,45.1
117.3,0.0
117.4,14.8
117.5,117.3
