t_s,poolPct
74.6,165.5
74.7,165.6
74.8,145.0
74.9,75.4
75.0,86.0
75.1,115.9
75.2,141.4
75.3,156.2
75.4,172.8
75.5,177.2
75.6,171.0
75.7,177.7
75.8,184.7
75.9,172.4
76.0,163.0
76.1,203.8
76.2,232.9
76.3,82.6
76.4,132.9
76.5,139.4
76.6,84.1
76.7,150.6
76.8,118.1
76.9,75.9
77.0,89.9
77.1,131.2
77.2,139.9
77.3,102.6
77.4,160.1
77.5,145.3
77.6,97.5
77.7,113.5
77.8,157.0
77.9,197.0
78.0,155.7
78.1,163.8
78.2,190.2
78.3,161.5
78.4,151.9
78.5,159.5
78.6,173.3
78.7,208.2
78.8,150.8
78.9,130.1
79.0,110.2
79.1,92.5
79.2,100.7
79.3,103.2
79.4,174.9
79.5,212.1
79.6,178.6
79.7,224.2
79.8,208.3
79.9,173.6
80.0,94.8
80.1,87.4
80.2,47.3
80.3,59.6
80.4,73.9
80.5,124.0
80.6,129.0
80.7,140.6
80.8,184.5
80.9,238.5
81.0,260.4
81.1,194.2
81.2,169.2
81.3,165.6
81.4,185.5
81.5,219.2
81.6,183.4
81.7,173.6
81.8,74.9
81.9,87.1
82.0,120.2
82.1,140.4
82.2,127.7
82.3,161.6
82.4,166.5
82.5,157.4
82.6,130.9
82.7,144.8
82.8,164.6
82.9,189.5
83.0,223.2
83.1,199.4
83.2,261.0
83.3,208.5
83.4,176.0
83.5,145.5
83.6,142.2
83.7,115.4
83.8,104.9
83.9,127.2
84.0,194.7
84.1,278.9
84.2,263.4
84.3,165.1
84.4,171.8
84.5,187.9
84.6,181.5
84.7,140.4
84.8,157.8
84.9,175.8
85.0,206.7
85.1,215.9
85.2,221.8
85.3,209.7
85.4,208.8
85.5,193.5
85.6,203.7
85.7,209.4
85.8,210.9
85.9,229.1
86.0,123.6
86.1,93.5
86.2,125.5
86.3,129.7
86.4,108.4
86.5,77.5
86.6,28.3
86.7,36.9
86.8,64.3
86.9,65.0
87.0,63.3
87.1,48.1
87.2,57.0
87.3,89.4
87.4,94.8
87.5,88.4
87.6,125.3
87.7,122.2
87.8,77.5
87.9,65.3
88.0,54.5
88.1,38.8
88.2,28.6
88.3,52.8
88.4,107.9
88.5,142.3
88.6,134.8
88.7,148.2
88.8,142.7
88.9,178.4
89.0,145.5
89.1,183.4
89.2,214.1
89.3,105.7
89.4,198.2
89.5,234.0
89.6,185.6
89.7,160.7
89.8,153.0
89.9,162.6
90.0,119.5
90.1,85.6
90.2,118.2
90.3,214.3
90.4,229.7
90.5,222.3
90.6,238.5
90.7,319.5
90.8,251.2
90.9,213.2
91.0,208.8
91.1,210.3
91.2,231.3
91.3,177.1
91.4,168.5
91.5,167.2
91.6,197.9
91.7,212.2
91.8,219.2
91.9,194.0
92.0,148.5
92.1,114.7
92.2,114.9
92.3,123.7
92.4,135.1
92.5,141.2
92.6,129.2
92.7,127.1
92.8,122.9
92.9,121.5
93.0,50.8
93.1,47.8
93.2,134.6
