t_s,poolPct
39.9,17.5
40.0,0.0
40.1,0.0
40.2,99.5
40.3,293.3
40.4,338.2
40.5,353.4
40.6,303.2
40.7,114.7
40.8,28.9
40.9,0.0
41.0,0.0
41.1,5.3
41.2,108.3
41.3,299.9
41.4,365.9
41.5,318.4
41.6,264.9
41.7,156.9
41.8,39.2
41.9,3.6
42.0,0.0
42.1,0.0
42.2,197.4
42.3,368.0
42.4,327.6
42.5,341.2
42.6,257.8
42.7,130.0
42.8,56.3
42.9,9.3
43.0,0.0
43.1,0.0
43.2,193.1
43.3,380.7
43.4,413.6
43.5,265.0
43.6,226.0
43.7,110.5
43.8,51.9
43.9,0.0
44.0,0.0
44.1,0.0
44.2,173.8
44.3,338.1
44.4,359.2
44.5,296.9
44.6,239.1
44.7,126.7
44.8,27.7
44.9,1.0
45.0,0.0
45.1,25.8
45.2,192.4
45.3,353.7
45.4,384.7
45.5,375.4
45.6,260.2
45.7,148.7
45.8,40.3
45.9,0.0
46.0,0.0
46.1,0.0
46.2,202.6
46.3,314.3
46.4,306.5
46.5,313.5
46.6,269.4
46.7,176.4
46.8,102.2
46.9,18.3
47.0,0.0
47.1,0.0
47.2,138.2
47.3,432.7
47.4,344.5
47.5,333.3
47.6,291.5
47.7,150.3
47.8,94.6
47.9,27.3
48.0,0.0
48.1,0.0
48.2,211.4
48.3,351.2
48.4,392.6
48.5,334.5
48.6,237.4
48.7,141.1
48.8,45.7
48.9,4.8
49.0,0.0
49.1,0.0
49.2,190.0
49.3,375.1
49.4,403.2
49.5,337.6
49.6,263.2
49.7,130.2
49.8,50.7
49.9,0.0
50.0,0.0
50.1,32.6
50.2,205.8
50.3,375.9
50.4,332.8
50.5,260.5
50.6,235.5
50.7,164.2
50.8,77.8
50.9,18.0
51.0,0.0
51.1,0.0
51.2,98.7
51.3,369.8
51.4,382.4
51.5,352.1
51.6,269.4
51.7,145.6
51.8,69.3
51.9,0.0
52.0,0.0
52.1,0.0
52.2,171.9
52.3,378.3
52.4,374.2
52.5,300.6
52.6,272.0
52.7,119.7
52.8,55.2
52.9,0.0
53.0,0.0
53.1,5.6
53.2,117.3
53.3,337.6
53.4,346.5
53.5,296.5
53.6,226.8
53.7,135.1
53.8,34.5
53.9,0.0
54.0,0.0
54.1,52.7
54.2,248.2
54.3,351.9
54.4,359.4
54.5,310.1
54.6,239.1
54.7,135.0
54.8,35.4
54.9,2.7
55.0,0.0
55.1,8.0
55.2,159.2
55.3,356.4
55.4,349.0
55.5,316.4
55.6,289.7
55.7,154.1
55.8,55.0
55.9,0.0
56.0,0.0
56.1,54.2
56.2,273.0
56.3,382.9
56.4,344.1
56.5,286.6
56.6,215.9
56.7,151.7
56.8,68.8
56.9,4.2
57.0,0.0
57.1,27.2
57.2,120.6
57.3,359.6
57.4,379.2
57.5,319.0
57.6,253.6
57.7,154.1
57.8,65.5
57.9,8.6
58.0,0.0
58.1,0.0
58.2,194.1
58.3,312.2
58.4,363.8
58.5,367.2
58.6,265.7
58.7,123.6
58.8,76.4
58.9,0.0
59.0,3.3
59.1,38.6
59.2,187.7
59.3,365.2
59.4,343.0
59.5,287.1
59.6,242.0
59.7,120.0
59.8,38.2
59.9,0.0
60.0,0.0
60.1,0.0
60.2,251.9
60.3,370.2
60.4,378.9
60.5,332.8
60.6,284.1
60.7,130.8
60.8,63.6
60.9,0.0
61.0,0.0
61.1,25.0
61.2,161.6
61.3,403.2
61.4,395.3
61.5,383.5
61.6,283.6
61.7,160.2
61.8,68.8
61.9,9.4
62.0,0.0
62.1,0.0
62.2,163.2
62.3,360.2
62.4,376.0
62.5,337.5
62.6,291.6
62.7,171.3
62.8,72.6
62.9,24.6
63.0,0.0
63.1,8.3
63.2,199.9
63.3,372.8
63.4,361.1
63.5,351.7
63.6,293.5
63.7,156.2
63.8,69.0
63.9,15.6
64.0,0.0
64.1,14.8
64.2,129.2
64.3,345.0
64.4,386.0
64.5,309.9
64.6,269.5
64.7,151.2
64.8,50.7
64.9,0.0
65.0,0.0
65.1,0.0
65.2,86.3
65.3,337.0
65.4,346.4
65.5,375.4
65.6,292.5
65.7,129.7
65.8,57.8
65.9,0.0
66.0,0.0
66.1,0.0
66.2,164.8
66.3,397.5
66.4,368.5
66.5,314.4
66.6,252.7
66.7,135.9
66.8,56.9
66.9,12.4
67.0,0.0
67.1,0.0
67.2,148.1
67.3,341.3
67.4,352.5
67.5,333.9
67.6,269.9
67.7,133.0
67.8,58.4
67.9,3.6
68.0,0.0
68.1,10.8
68.2,124.2
68.3,320.0
68.4,362.8
68.5,329.2
68.6,296.9
68.7,168.1
68.8,53.2
68.9,6.8
69.0,0.0
69.1,0.0
69.2,149.6
69.3,376.2
69.4,369.0
69.5,332.2
69.6,280.2
69.7,217.2
69.8,88.0
69.9,0.0
70.0,0.0
70.1,25.0
70.2,123.2
70.3,304.7
70.4,424.9
70.5,346.2
70.6,279.4
70.7,178.7
70.8,74.2
70.9,9.2
71.0,0.0
71.1,0.0
71.2,149.6
71.3,354.5
71.4,408.9
71.5,290.8
71.6,224.1
71.7,154.0
71.8,74.4
71.9,0.0
72.0,0.0
72.1,0.0
72.2,159.3
72.3,334.1
72.4,333.0
72.5,337.0
72.6,291.2
72.7,151.9
72.8,33.9
72.9,0.0
73.0,0.0
73.1,0.0
73.2,281.8
73.3,351.3
73.4,323.0
73.5,267.9
73.6,242.7
73.7,142.4
73.8,78.4
73.9,0.0
74.0,0.0
74.1,0.0
74.2,181.6
74.3,373.0
74.4,356.7
74.5,364.3
74.6,305.7
74.7,162.5
74.8,60.3
74.9,8.7
75.0,0.0
75.1,0.0
75.2,85.3
75.3,365.0
75.4,392.6
75.5,276.5
75.6,277.1
75.7,144.8
75.8,83.6
75.9,0.0
76.0,0.0
76.1,5.6
76.2,116.3
76.3,329.1
76.4,356.9
76.5,292.7
76.6,269.9
76.7,163.6
76.8,53.5
76.9,6.0
77.0,0.0
77.1,0.0
77.2,171.2
77.3,373.9
77.4,401.0
77.5,324.4
77.6,280.0
77.7,144.7
77.8,51.3
77.9,3.4
78.0,0.0
78.1,10.5
78.2,168.7
78.3,439.3
78.4,340.4
78.5,317.4
78.6,214.5
78.7,143.2
78.8,69.3
78.9,0.0
79.0,0.0
79.1,51.1
79.2,227.7
79.3,372.8
79.4,392.5
79.5,346.5
79.6,234.6
79.7,100.9
79.8,39.5
79.9,0.0
80.0,0.0
80.1,0.0
80.2,244.9
80.3,351.5
80.4,357.3
80.5,234.4
80.6,249.5
80.7,146.7
80.8,87.7
80.9,0.0
81.0,0.0
81.1,0.0
81.2,149.2
81.3,396.6
81.4,373.7
81.5,334.5
81.6,269.5
81.7,143.1
81.8,71.0
81.9,12.4
82.0,14.1
82.1,1.6
82.2,249.1
82.3,440.5
82.4,365.3
82.5,284.7
82.6,273.5
82.7,177.0
82.8,75.4
82.9,9.3
83.0,0.0
83.1,7.9
83.2,174.0
83.3,416.2
83.4,370.8
83.5,405.6
83.6,271.9
83.7,100.7
83.8,34.4
83.9,0.0
84.0,0.0
84.1,0.0
84.2,168.8
84.3,362.5
84.4,354.4
84.5,366.8
84.6,265.9
84.7,117.3
84.8,5.0
84.9,0.0
85.0,0.0
85.1,12.4
85.2,178.5
85.3,343.7
85.4,361.3
85.5,271.4
85.6,268.2
85.7,170.5
85.8,88.1
85.9,24.7
86.0,0.0
86.1,0.0
86.2,186.7
86.3,343.7
86.4,387.5
86.5,330.2
86.6,224.1
86.7,151.3
86.8,86.3
86.9,24.5
87.0,0.0
87.1,0.0
87.2,157.9
87.3,384.0
87.4,320.6
87.5,219.9
87.6,201.4
87.7,141.4
87.8,79.0
87.9,11.5
88.0,0.0
88.1,0.0
88.2,153.7
88.3,330.7
88.4,368.7
88.5,327.5
88.6,288.2
88.7,162.8
88.8,60.7
88.9,10.9
89.0,0.0
89.1,0.0
89.2,162.6
